"","X","ID","DATE","DAY","MONTH","YEAR","TIME","LAT","LONG","ROWID","testDate","Season"
"54",104,"X10709","4-24-92",24,"April",1992,"13:28",61.8,-66.317,109,"1992-04-24","winter"
"55",105,"X10707","4-24-92",24,"April",1992,"13:44",62.217,-63.867,110,"1992-04-24","winter"
"56",106,"X10700","4-27-92",27,"April",1992,"20:53",62.367,-60.667,111,"1992-04-27","winter"
"57",107,"X10703","4-28-92",28,"April",1992,"17:35",62.55,-64.067,112,"1992-04-28","winter"
"58",108,"X10709","4-29-92",29,"April",1992,"11:57",62.15,-70.633,113,"1992-04-29","winter"
"59",109,"X10707","4-29-92",29,"April",1992,"11:56",62.35,-64.217,114,"1992-04-29","winter"
"60",110,"X10700","5-02-92",2,"May",1992,"20:45",62.45,-61.317,115,"1992-05-02","winter"
"61",111,"X10695","5-03-92",3,"May",1992,"11:42",62.35,-71.6,116,"1992-05-03","winter"
"62",112,"X10703","5-03-92",3,"May",1992,"14:58",62.917,-63.267,117,"1992-05-03","winter"
"63",113,"X10709","5-04-92",4,"May",1992,"16:26",62.383,-71.8,118,"1992-05-04","winter"
"64",114,"X10707","5-04-92",4,"May",1992,"16:25",62.7,-63.783,119,"1992-05-04","winter"
"65",115,"X10695","5-07-92",7,"May",1992,"14:08",62.4,-71.533,120,"1992-05-07","winter"
"66",116,"X10700","5-07-92",7,"May",1992,"19:11",62.8,-60.9,122,"1992-05-07","winter"
"67",117,"X10703","5-08-92",8,"May",1992,"13:44",63.65,-62.183,123,"1992-05-08","winter"
"68",118,"X10707","5-09-92",9,"May",1992,"17:04",62.45,-63.267,124,"1992-05-09","winter"
"69",119,"X10709","5-09-92",9,"May",1992,"17:08",63.533,-74.667,125,"1992-05-09","winter"
"70",120,"X10695","5-11-92",11,"May",1992,"10:08",62.033,-71.95,126,"1992-05-11","winter"
"71",262,"X13289","1-01-93",1,"January",1993,".",62.601,-59.774,275,"1993-01-01","winter"
"72",263,"X13292","1-01-93",1,"January",1993,".",63.728,-58.804,276,"1993-01-01","winter"
"73",264,"X13284","1-04-93",4,"January",1993,".",62.005,-57.06,277,"1993-01-04","winter"
"74",265,"X13289","1-07-93",7,"January",1993,".",63.041,-58.036,278,"1993-01-07","winter"
"75",266,"X13292","1-07-93",7,"January",1993,".",64.477,-59.306,279,"1993-01-07","winter"
"76",267,"X13284","1-08-93",8,"January",1993,".",62.195,-56.481,280,"1993-01-08","winter"
"77",268,"X13284","1-12-93",12,"January",1993,".",62.184,-55.985,281,"1993-01-12","winter"
"78",269,"X13289","1-13-93",13,"January",1993,".",61.493,-55.833,282,"1993-01-13","winter"
"79",270,"X13292","1-13-93",13,"January",1993,".",64.149,-59.389,283,"1993-01-13","winter"
"80",271,"X13284","1-16-93",16,"January",1993,".",61.89,-56.494,284,"1993-01-16","winter"
"81",272,"X13289","1-19-93",19,"January",1993,".",60.67,-56.113,285,"1993-01-19","winter"
"82",273,"X13284","1-20-93",20,"January",1993,".",60.934,-57.441,286,"1993-01-20","winter"
"83",274,"X13284","1-24-93",24,"January",1993,".",60.803,-57.338,287,"1993-01-24","winter"
"84",275,"X13289","1-25-93",25,"January",1993,".",61.351,-54.506,288,"1993-01-25","winter"
"85",276,"X13292","1-25-93",25,"January",1993,".",64.639,-60.108,289,"1993-01-25","winter"
"86",277,"X13289","1-31-93",31,"January",1993,".",62.171,-54.965,290,"1993-01-31","winter"
"87",278,"X13292","1-31-93",31,"January",1993,".",63.945,-59.947,291,"1993-01-31","winter"
"88",279,"X10707","2-03-93",3,"February",1993,"14:12",62.15,-63.333,292,"1993-02-03","winter"
"89",280,"X13284","2-05-93",5,"February",1993,".",61.135,-54.722,293,"1993-02-05","winter"
"90",281,"X13289","2-06-93",6,"February",1993,".",62.214,-55.996,294,"1993-02-06","winter"
"91",282,"X13292","2-06-93",6,"February",1993,".",63.381,-61.481,295,"1993-02-06","winter"
"92",283,"X10700","2-06-93",6,"February",1993,"19:19",63.85,-65.183,296,"1993-02-06","winter"
"93",284,"X10707","2-08-93",8,"February",1993,"14:04",61.5,-63.517,297,"1993-02-08","winter"
"94",285,"X10709","2-08-93",8,"February",1993,"12:25",64.5,-65.75,298,"1993-02-08","winter"
"95",286,"X13284","2-09-93",9,"February",1993,".",61.103,-53.936,299,"1993-02-09","winter"
"96",287,"X13289","2-12-93",12,"February",1993,".",62.137,-56.343,300,"1993-02-12","winter"
"97",288,"X13292","2-12-93",12,"February",1993,".",62.886,-61.234,301,"1993-02-12","winter"
"98",289,"X13284","2-13-93",13,"February",1993,".",60.561,-51.826,302,"1993-02-13","winter"
"99",290,"X10707","2-13-93",13,"February",1993,"12:16",61.517,-62.233,303,"1993-02-13","winter"
"100",291,"X13284","2-17-93",17,"February",1993,".",61.868,-54.466,304,"1993-02-17","winter"
"101",292,"X10707","2-18-93",18,"February",1993,"15:30",61.983,-64.183,305,"1993-02-18","winter"
"102",293,"X13289","2-18-93",18,"February",1993,".",62.712,-59.112,306,"1993-02-18","winter"
"103",294,"X13284","2-21-93",21,"February",1993,".",63.035,-56.15,307,"1993-02-21","winter"
"104",295,"X10707","2-23-93",23,"February",1993,"13:43",61.15,-63.533,308,"1993-02-23","winter"
"105",296,"X13292","2-24-93",24,"February",1993,".",62.298,-62.613,309,"1993-02-24","winter"
"106",297,"X13289","2-24-93",24,"February",1993,".",62.395,-60.621,310,"1993-02-24","winter"
"107",298,"X13284","2-25-93",25,"February",1993,".",63.941,-56.885,311,"1993-02-25","winter"
"108",299,"X10707","2-28-93",28,"February",1993,"13:38",61.683,-63.7,312,"1993-02-28","winter"
"109",300,"X13284","3-01-93",1,"March",1993,".",64.69,-58.59,313,"1993-03-01","winter"
"110",301,"X13292","3-02-93",2,"March",1993,".",61.825,-63.687,314,"1993-03-02","winter"
"111",302,"X13289","3-02-93",2,"March",1993,".",62.379,-61.703,315,"1993-03-02","winter"
"112",303,"X10700","3-03-93",3,"March",1993,"19:21",63.867,-65.233,316,"1993-03-03","winter"
"113",304,"X10707","3-05-93",5,"March",1993,"15:09",61.65,-64.15,317,"1993-03-05","winter"
"114",305,"X13284","3-05-93",5,"March",1993,".",64.793,-60.336,318,"1993-03-05","winter"
"115",306,"X13292","3-08-93",8,"March",1993,".",62.202,-63.659,319,"1993-03-08","winter"
"116",307,"X10707","3-10-93",10,"March",1993,"17:52",61.617,-64.017,320,"1993-03-10","winter"
"117",308,"X10709","3-10-93",10,"March",1993,"17:51",64.5,-65.783,321,"1993-03-10","winter"
"118",309,"X13284","3-13-93",13,"March",1993,".",64.058,-58.879,322,"1993-03-13","winter"
"119",310,"X13289","3-14-93",14,"March",1993,".",62.448,-63.248,323,"1993-03-14","winter"
"120",311,"X13292","3-14-93",14,"March",1993,".",62.711,-62.946,324,"1993-03-14","winter"
"121",312,"X10703","3-14-93",14,"March",1993,"15:26",64.167,-65.4,325,"1993-03-14","winter"
"122",313,"X10707","3-15-93",15,"March",1993,"16:53",61.083,-63.483,326,"1993-03-15","winter"
"123",314,"X10709","3-15-93",15,"March",1993,"11:35",64.5,-65.783,327,"1993-03-15","winter"
"124",315,"X13284","3-17-93",17,"March",1993,".",63.695,-56.369,328,"1993-03-17","winter"
"125",316,"X10700","3-18-93",18,"March",1993,"19:39",63.867,-65.117,329,"1993-03-18","winter"
"126",317,"X10707","3-20-93",20,"March",1993,"14:48",61.283,-62.817,330,"1993-03-20","winter"
"127",318,"X13292","3-20-93",20,"March",1993,".",62.915,-61.983,331,"1993-03-20","winter"
"128",319,"X13289","3-20-93",20,"March",1993,".",62.963,-62.444,332,"1993-03-20","winter"
"129",320,"X10709","3-20-93",20,"March",1993,"15:55",64.417,-65.517,333,"1993-03-20","winter"
"130",321,"X13284","3-21-93",21,"March",1993,".",63.036,-53.973,334,"1993-03-21","winter"
"131",322,"X10700","3-23-93",23,"March",1993,"22:01",63.817,-65.033,335,"1993-03-23","winter"
"132",323,"X10707","3-25-93",25,"March",1993,"11:36",61.383,-63.2,336,"1993-03-25","winter"
"133",324,"X13284","3-25-93",25,"March",1993,".",62.308,-53.717,337,"1993-03-25","winter"
"134",325,"X10709","3-25-93",25,"March",1993,"11:22",64.55,-65.5,338,"1993-03-25","winter"
"135",326,"X13292","3-26-93",26,"March",1993,".",63.024,-61.199,339,"1993-03-26","winter"
"136",327,"X10700","3-28-93",28,"March",1993,"19:17",63.85,-65.183,340,"1993-03-28","winter"
"137",328,"X13284","3-29-93",29,"March",1993,".",61.755,-52.415,341,"1993-03-29","winter"
"138",329,"X10707","3-30-93",30,"March",1993,"17:50",61.167,-64.017,342,"1993-03-30","winter"
"139",330,"X10709","3-30-93",30,"March",1993,"17:14",64.533,-65.383,344,"1993-03-30","winter"
"140",331,"X13292","4-01-93",1,"April",1993,".",62.243,-62.428,345,"1993-04-01","winter"
"141",332,"X13289","4-01-93",1,"April",1993,".",63.05,-62.598,346,"1993-04-01","winter"
"142",333,"X13284","4-02-93",2,"April",1993,".",61.215,-52.73,347,"1993-04-02","winter"
"143",334,"X10700","4-02-93",2,"April",1993,"18:15",63.85,-65.117,348,"1993-04-02","winter"
"144",335,"X10703","4-03-93",3,"April",1993,"18:06",64.167,-65.283,349,"1993-04-03","winter"
"145",336,"X11974","4-04-93",4,"April",1993,"14:27",55.467,-60.233,350,"1993-04-04","winter"
"146",337,"X10707","4-04-93",4,"April",1993,"12:56",61.75,-63.767,351,"1993-04-04","winter"
"147",338,"X10709","4-04-93",4,"April",1993,"12:55",64.4,-65.317,352,"1993-04-04","winter"
"148",339,"X11974","4-05-93",5,"April",1993,".",57.683,-61.683,353,"1993-04-05","winter"
"149",340,"X11975","4-05-93",5,"April",1993,"19:20",58.533,-62.767,354,"1993-04-05","winter"
"150",341,"X13284","4-06-93",6,"April",1993,".",61.418,-54.906,356,"1993-04-06","winter"
"151",342,"X13292","4-07-93",7,"April",1993,".",62.761,-62.539,357,"1993-04-07","winter"
"152",343,"X10700","4-07-93",7,"April",1993,"21:34",63.85,-64.9,358,"1993-04-07","winter"
"153",344,"X11974","4-09-93",9,"April",1993,"10:17",58.167,-62.467,359,"1993-04-09","winter"
"154",345,"X10707","4-09-93",9,"April",1993,"16:52",62.333,-63.917,360,"1993-04-09","winter"
"155",346,"X10709","4-09-93",9,"April",1993,"14:20",64.283,-65.4,361,"1993-04-09","winter"
"156",347,"X11975","4-10-93",10,"April",1993,"18:19",58.617,-62.917,362,"1993-04-10","winter"
"157",348,"X13284","4-10-93",10,"April",1993,".",62.597,-55.239,363,"1993-04-10","winter"
"158",349,"X10700","4-12-93",12,"April",1993,"17:55",63.95,-64.7,364,"1993-04-12","winter"
"159",350,"X13292","4-13-93",13,"April",1993,".",63.476,-62.286,365,"1993-04-13","winter"
"160",351,"X13289","4-13-93",13,"April",1993,".",63.841,-61.649,366,"1993-04-13","winter"
"161",352,"X10703","4-13-93",13,"April",1993,"19:30",64.167,-64.417,367,"1993-04-13","winter"
"162",353,"X10707","4-14-93",14,"April",1993,"15:51",62.633,-64,368,"1993-04-14","winter"
"163",354,"X13284","4-14-93",14,"April",1993,".",63.815,-57.168,369,"1993-04-14","winter"
"164",355,"X11975","4-15-93",15,"April",1993,"20:41",58.583,-62.767,370,"1993-04-15","winter"
"165",356,"X10700","4-17-93",17,"April",1993,"19:45",64,-64.3,371,"1993-04-17","winter"
"166",357,"X10703","4-18-93",18,"April",1993,"16:44",64.083,-64.55,372,"1993-04-18","winter"
"167",358,"X13284","4-18-93",18,"April",1993,".",64.495,-57.069,373,"1993-04-18","winter"
"168",359,"X10707","4-19-93",19,"April",1993,"12:25",62.283,-64.35,374,"1993-04-19","winter"
"169",360,"X13292","4-19-93",19,"April",1993,".",63.123,-61.53,375,"1993-04-19","winter"
"170",361,"X10709","4-19-93",19,"April",1993,"16:32",64.4,-64.867,376,"1993-04-19","winter"
"171",362,"X13289","4-19-93",19,"April",1993,".",64.49,-62.793,377,"1993-04-19","winter"
"172",363,"X11975","4-20-93",20,"April",1993,"19:39",58.317,-62.383,378,"1993-04-20","winter"
"173",364,"X10700","4-22-93",22,"April",1993,"17:34",64.4,-63.467,379,"1993-04-22","winter"
"174",365,"X13284","4-22-93",22,"April",1993,".",64.436,-57.68,380,"1993-04-22","winter"
"175",366,"X10703","4-23-93",23,"April",1993,"19:04",64.317,-63.35,381,"1993-04-23","winter"
"176",367,"X11974","4-24-93",24,"April",1993,"12:22",58.533,-62.95,382,"1993-04-24","winter"
"177",368,"X10707","4-24-93",24,"April",1993,"12:19",62.267,-64.467,383,"1993-04-24","winter"
"178",369,"X10709","4-24-93",24,"April",1993,"17:12",64.4,-64.917,384,"1993-04-24","winter"
"179",370,"X13292","4-25-93",25,"April",1993,".",62.376,-61.896,386,"1993-04-25","winter"
"180",371,"X13289","4-25-93",25,"April",1993,".",64.056,-61.975,387,"1993-04-25","winter"
"181",372,"X13284","4-26-93",26,"April",1993,".",64.421,-57.432,388,"1993-04-26","winter"
"182",373,"X10700","4-27-93",27,"April",1993,"16:12",64.117,-62.733,389,"1993-04-27","winter"
"183",374,"X10707","4-29-93",29,"April",1993,"13:52",62.15,-63.917,390,"1993-04-29","winter"
"184",375,"X10709","4-29-93",29,"April",1993,"17:50",64.433,-64.867,391,"1993-04-29","winter"
"185",376,"X11975","4-30-93",30,"April",1993,"15:09",58.317,-62.383,392,"1993-04-30","winter"
"186",377,"X13284","4-30-93",30,"April",1993,".",64.342,-59.285,393,"1993-04-30","winter"
"187",378,"X13292","5-01-93",1,"May",1993,".",62.805,-61.553,394,"1993-05-01","winter"
"188",379,"X10700","5-02-93",2,"May",1993,"17:15",63.633,-61.683,395,"1993-05-02","winter"
"189",380,"X10703","5-03-93",3,"May",1993,"17:24",63.617,-62.317,396,"1993-05-03","winter"
"190",381,"X11974","5-04-93",4,"May",1993,"15:11",59.05,-63.233,397,"1993-05-04","winter"
"191",382,"X10707","5-04-93",4,"May",1993,"13:33",63.083,-63.067,398,"1993-05-04","winter"
"192",383,"X13284","5-04-93",4,"May",1993,".",63.917,-59.57,399,"1993-05-04","winter"
"193",384,"X10709","5-04-93",4,"May",1993,"13:41",64.817,-65.433,400,"1993-05-04","winter"
"194",385,"X11975","5-05-93",5,"May",1993,"18:16",58.767,-62.867,401,"1993-05-05","winter"
"195",386,"X10700","5-07-93",7,"May",1993,"21:17",62.7,-61.183,402,"1993-05-07","winter"
"196",387,"X13289","5-07-93",7,"May",1993,".",62.826,-62.591,403,"1993-05-07","winter"
"197",388,"X13292","5-07-93",7,"May",1993,".",63.121,-60.69,404,"1993-05-07","winter"
"198",389,"X10703","5-08-93",8,"May",1993,"15:37",63.617,-61.517,405,"1993-05-08","winter"
"199",390,"X11974","5-09-93",9,"May",1993,"10:54",58.783,-62.5,406,"1993-05-09","winter"
"200",391,"X10707","5-09-93",9,"May",1993,"17:30",63.3,-60.333,407,"1993-05-09","winter"
"201",392,"X10709","5-09-93",9,"May",1993,"13:39",64.6,-64.167,408,"1993-05-09","winter"
"202",393,"X11975","5-10-93",10,"May",1993,"14:53",58.95,-63.117,409,"1993-05-10","winter"
"203",394,"X10700","5-12-93",12,"May",1993,"21:57",62.067,-62.567,410,"1993-05-12","winter"
"204",395,"X13284","5-12-93",12,"May",1993,".",63.861,-58.382,411,"1993-05-12","winter"
"205",396,"X10703","5-13-93",13,"May",1993,"18:23",63.5,-62.517,412,"1993-05-13","winter"
"206",397,"X13292","5-13-93",13,"May",1993,".",63.725,-61.564,413,"1993-05-13","winter"
"207",398,"X11974","5-14-93",14,"May",1993,"13:30",58.35,-62.3,414,"1993-05-14","winter"
"208",399,"X10707","5-14-93",14,"May",1993,"18:09",64.25,-62.367,415,"1993-05-14","winter"
"209",400,"X10709","5-14-93",14,"May",1993,"11:49",64.4,-65.017,416,"1993-05-14","winter"
"210",401,"X13284","5-16-93",16,"May",1993,".",64.893,-59.319,417,"1993-05-16","winter"
"211",650,"X13292","1-14-94",14,"January",1994,".",56.663,-59.972,677,"1994-01-14","winter"
"212",651,"X13289","1-14-94",14,"January",1994,".",62.769,-63.849,678,"1994-01-14","winter"
"213",652,"X10709","1-16-94",16,"January",1994,"1:15",65.417,-66.25,679,"1994-01-16","winter"
"214",653,"X10700","1-17-94",17,"January",1994,"21:19",61,-60.533,680,"1994-01-17","winter"
"215",654,"X13437","1-17-94",17,"January",1994,".",62.935,-63.728,681,"1994-01-17","winter"
"216",655,"X13428","1-17-94",17,"January",1994,".",65.86,-58.26,682,"1994-01-17","winter"
"217",656,"X10703","1-18-94",18,"January",1994,"17:51",63.167,-63.533,683,"1994-01-18","winter"
"218",657,"X13284","1-19-94",19,"January",1994,".",61.347,-60.331,684,"1994-01-19","winter"
"219",658,"X13292","1-20-94",20,"January",1994,".",56.769,-58.5,685,"1994-01-20","winter"
"220",659,"X13289","1-20-94",20,"January",1994,".",62.769,-63.849,686,"1994-01-20","winter"
"221",660,"X10700","1-22-94",22,"January",1994,"22:00",61.1,-60.583,687,"1994-01-22","winter"
"222",661,"X10703","1-23-94",23,"January",1994,"15:48",62.883,-62.45,688,"1994-01-23","winter"
"223",662,"X13437","1-23-94",23,"January",1994,".",62.999,-62.34,689,"1994-01-23","winter"
"224",663,"X13284","1-23-94",23,"January",1994,".",63.694,-60.168,690,"1994-01-23","winter"
"225",664,"X13428","1-23-94",23,"January",1994,".",65.1,-55.503,691,"1994-01-23","winter"
"226",665,"X10703","1-28-94",28,"January",1994,"14:01",62.183,-63.317,692,"1994-01-28","winter"
"227",666,"X13428","1-29-94",29,"January",1994,".",65.006,-55.376,693,"1994-01-29","winter"
"228",667,"X13284","1-31-94",31,"January",1994,".",63.567,-60.752,694,"1994-01-31","winter"
"229",668,"X13292","2-01-94",1,"February",1994,".",54.59,-53.702,695,"1994-02-01","winter"
"230",669,"X10700","2-01-94",1,"February",1994,"19:55",58.883,-59.617,696,"1994-02-01","winter"
"231",670,"X13289","2-01-94",1,"February",1994,".",62.769,-63.849,697,"1994-02-01","winter"
"232",671,"X10703","2-02-94",2,"February",1994,"13:55",61.067,-62.667,698,"1994-02-02","winter"
"233",672,"X11974","2-03-94",3,"February",1994,"13:28",59.1,-63.683,699,"1994-02-03","winter"
"234",673,"X13437","2-04-94",4,"February",1994,".",62.839,-63.452,700,"1994-02-04","winter"
"235",674,"X13428","2-04-94",4,"February",1994,".",64.934,-56.325,701,"1994-02-04","winter"
"236",675,"X10703","2-07-94",7,"February",1994,"18:42",62.483,-64.067,702,"1994-02-07","winter"
"237",676,"X13289","2-07-94",7,"February",1994,".",62.769,-63.849,703,"1994-02-07","winter"
"238",677,"X13284","2-08-94",8,"February",1994,".",61.856,-58.334,704,"1994-02-08","winter"
"239",678,"X13437","2-10-94",10,"February",1994,".",62.913,-63.687,705,"1994-02-10","winter"
"240",679,"X13428","2-10-94",10,"February",1994,".",64.211,-56.928,706,"1994-02-10","winter"
"241",680,"X10700","2-11-94",11,"February",1994,"22:07",58.55,-62.35,707,"1994-02-11","winter"
"242",681,"X10703","2-12-94",12,"February",1994,"13:39",63.25,-63.667,708,"1994-02-12","winter"
"243",682,"X13289","2-13-94",13,"February",1994,".",62.769,-63.849,709,"1994-02-13","winter"
"244",683,"X11975","2-14-94",14,"February",1994,"18:56",58.7,-63.167,710,"1994-02-14","winter"
"245",684,"X10709","2-15-94",15,"February",1994,"0:24",64.717,-63.583,711,"1994-02-15","winter"
"246",685,"X10700","2-16-94",16,"February",1994,"18:36",58.917,-63.167,712,"1994-02-16","winter"
"247",686,"X13437","2-16-94",16,"February",1994,".",62.84,-62.625,713,"1994-02-16","winter"
"248",687,"X13428","2-16-94",16,"February",1994,".",64.613,-55.856,714,"1994-02-16","winter"
"249",688,"X10703","2-17-94",17,"February",1994,"13:29",63.35,-62.3,715,"1994-02-17","winter"
"250",689,"X13292","2-19-94",19,"February",1994,".",54.346,-54.367,716,"1994-02-19","winter"
"251",690,"X13289","2-19-94",19,"February",1994,".",62.769,-63.849,717,"1994-02-19","winter"
"252",691,"X13284","2-20-94",20,"February",1994,".",62.867,-58.344,718,"1994-02-20","winter"
"253",692,"X13437","2-22-94",22,"February",1994,".",63.062,-58.081,719,"1994-02-22","winter"
"254",693,"X10703","2-22-94",22,"February",1994,"13:25",63.15,-63.067,720,"1994-02-22","winter"
"255",694,"X13428","2-22-94",22,"February",1994,".",64.676,-57.174,721,"1994-02-22","winter"
"256",695,"X13289","2-25-94",25,"February",1994,".",62.769,-63.849,722,"1994-02-25","winter"
"257",696,"X10700","2-26-94",26,"February",1994,"21:44",59.05,-63.283,723,"1994-02-26","winter"
"258",697,"X10703","2-27-94",27,"February",1994,"16:33",62.967,-64.233,724,"1994-02-27","winter"
"259",698,"X13292","3-03-94",3,"March",1994,".",54.63,-55.747,725,"1994-03-03","winter"
"260",699,"X10700","3-03-94",3,"March",1994,"18:52",59.2,-63.4,726,"1994-03-03","winter"
"261",700,"X13289","3-03-94",3,"March",1994,".",62.769,-63.849,727,"1994-03-03","winter"
"262",701,"X13284","3-04-94",4,"March",1994,".",60.953,-57.275,728,"1994-03-04","winter"
"263",702,"X10703","3-04-94",4,"March",1994,"18:38",62.833,-64.483,729,"1994-03-04","winter"
"264",703,"X11974","3-05-94",5,"March",1994,"11:01",59.1,-63.633,730,"1994-03-05","winter"
"265",704,"X11975","3-06-94",6,"March",1994,"18:14",58.817,-63.05,731,"1994-03-06","winter"
"266",705,"X13428","3-06-94",6,"March",1994,".",63.882,-61.77,732,"1994-03-06","winter"
"267",706,"X10700","3-08-94",8,"March",1994,"21:10",59.567,-63.55,733,"1994-03-08","winter"
"268",707,"X13284","3-08-94",8,"March",1994,".",61.682,-57.783,734,"1994-03-08","winter"
"269",708,"X13292","3-09-94",9,"March",1994,".",54.765,-53.514,735,"1994-03-09","winter"
"270",709,"X10703","3-09-94",9,"March",1994,"17:54",63,-64.633,736,"1994-03-09","winter"
"271",710,"X11974","3-10-94",10,"March",1994,"10:50",59.117,-63.717,737,"1994-03-10","winter"
"272",711,"X10393","3-11-94",11,"March",1994,"20:23",53.067,-54.767,738,"1994-03-11","winter"
"273",712,"X12080","3-12-94",12,"March",1994,"18:38",52.367,-53.917,739,"1994-03-12","winter"
