"","X","ID","DATE","DAY","MONTH","YEAR","TIME","LAT","LONG","ROWID","testDate","Season"
"37",259,"X13292","12-26-92",26,"December",1992,".",62.661,-59.342,272,"1992-12-26","freeze"
"38",260,"X13289","12-26-92",26,"December",1992,".",63.235,-60.757,273,"1992-12-26","freeze"
"39",261,"X13284","12-27-92",27,"December",1992,".",62.913,-60.498,274,"1992-12-27","freeze"
"40",594,"X10703","11-14-93",14,"November",1993,"17:37",64.417,-64.883,621,"1993-11-14","freeze"
"41",595,"X13292","11-15-93",15,"November",1993,".",63.64,-61.915,622,"1993-11-15","freeze"
"42",596,"X13289","11-15-93",15,"November",1993,".",63.75,-62.038,623,"1993-11-15","freeze"
"43",597,"X13428","11-18-93",18,"November",1993,".",64.676,-60.587,624,"1993-11-18","freeze"
"44",598,"X13437","11-18-93",18,"November",1993,".",64.838,-60.542,625,"1993-11-18","freeze"
"45",599,"X10700","11-18-93",18,"November",1993,"19:22",64.883,-60.05,626,"1993-11-18","freeze"
"46",600,"X10703","11-19-93",19,"November",1993,"16:39",64.383,-64.617,627,"1993-11-19","freeze"
"47",601,"X10709","11-20-93",20,"November",1993,"15:22",64.5,-65,628,"1993-11-20","freeze"
"48",602,"X13292","11-21-93",21,"November",1993,".",62.421,-63.834,629,"1993-11-21","freeze"
"49",603,"X13289","11-21-93",21,"November",1993,".",62.832,-62.866,630,"1993-11-21","freeze"
"50",604,"X10700","11-23-93",23,"November",1993,"20:54",64.767,-61.25,631,"1993-11-23","freeze"
"51",605,"X10703","11-24-93",24,"November",1993,"17:17",64.25,-64.333,632,"1993-11-24","freeze"
"52",606,"X13428","11-24-93",24,"November",1993,".",65.244,-60.452,633,"1993-11-24","freeze"
"53",607,"X10709","11-25-93",25,"November",1993,"13:38",64.483,-65,634,"1993-11-25","freeze"
"54",608,"X13428","11-30-93",30,"November",1993,".",64.232,-60.541,635,"1993-11-30","freeze"
"55",609,"X13437","11-30-93",30,"November",1993,".",64.346,-60.983,636,"1993-11-30","freeze"
"56",610,"X13292","12-03-93",3,"December",1993,".",60.387,-62.023,637,"1993-12-03","freeze"
"57",611,"X10703","12-04-93",4,"December",1993,"15:22",63.967,-64.183,638,"1993-12-04","freeze"
"58",612,"X10709","12-05-93",5,"December",1993,"16:43",64.383,-64.733,639,"1993-12-05","freeze"
"59",613,"X13437","12-06-93",6,"December",1993,".",64.724,-58.968,640,"1993-12-06","freeze"
"60",614,"X13428","12-06-93",6,"December",1993,".",65.091,-60.332,641,"1993-12-06","freeze"
"61",615,"X13292","12-09-93",9,"December",1993,".",59.185,-60.048,642,"1993-12-09","freeze"
"62",616,"X13289","12-09-93",9,"December",1993,".",62.769,-63.849,643,"1993-12-09","freeze"
"63",617,"X10709","12-10-93",10,"December",1993,"14:54",64.683,-65.117,644,"1993-12-10","freeze"
"64",618,"X13428","12-12-93",12,"December",1993,".",65.928,-57.826,645,"1993-12-12","freeze"
"65",619,"X10703","12-14-93",14,"December",1993,"16:43",64.233,-64.6,646,"1993-12-14","freeze"
"66",620,"X13289","12-15-93",15,"December",1993,".",62.769,-63.849,647,"1993-12-15","freeze"
"67",621,"X10709","12-15-93",15,"December",1993,"18:01",64.517,-64.317,648,"1993-12-15","freeze"
"68",622,"X10700","12-18-93",18,"December",1993,"20:16",64.167,-60,649,"1993-12-18","freeze"
"69",623,"X13437","12-18-93",18,"December",1993,".",64.679,-59.899,650,"1993-12-18","freeze"
"70",624,"X13428","12-18-93",18,"December",1993,".",66.298,-56.479,651,"1993-12-18","freeze"
"71",625,"X10709","12-20-93",20,"December",1993,"16:58",64.5,-64.75,652,"1993-12-20","freeze"
"72",626,"X13292","12-21-93",21,"December",1993,".",59.724,-62.489,653,"1993-12-21","freeze"
"73",627,"X10700","12-23-93",23,"December",1993,"19:46",63.533,-59.667,654,"1993-12-23","freeze"
"74",628,"X10703","12-24-93",24,"December",1993,"13:12",63.367,-63.15,655,"1993-12-24","freeze"
"75",629,"X13428","12-24-93",24,"December",1993,".",67.546,-56.235,656,"1993-12-24","freeze"
"76",630,"X13284","12-26-93",26,"December",1993,".",66.538,-60.313,657,"1993-12-26","freeze"
"77",631,"X13292","12-27-93",27,"December",1993,".",60.415,-61.484,658,"1993-12-27","freeze"
"78",632,"X10700","12-28-93",28,"December",1993,"20:25",63.467,-59.017,659,"1993-12-28","freeze"
"79",633,"X11974","12-30-93",30,"December",1993,"14:22",59.15,-63.65,660,"1993-12-30","freeze"
"80",634,"X13437","12-30-93",30,"December",1993,".",64.52,-56.035,661,"1993-12-30","freeze"
"81",635,"X10709","12-30-93",30,"December",1993,"16:42",64.65,-64.4,662,"1993-12-30","freeze"
"82",636,"X13284","12-30-93",30,"December",1993,".",66.317,-59.577,663,"1993-12-30","freeze"
"83",637,"X13428","12-30-93",30,"December",1993,".",67.448,-54.93,664,"1993-12-30","freeze"
"84",638,"X13292","1-02-94",2,"January",1994,".",59.539,-60.863,665,"1994-01-02","freeze"
"85",639,"X13289","1-02-94",2,"January",1994,".",62.769,-63.849,666,"1994-01-02","freeze"
"86",640,"X10700","1-02-94",2,"January",1994,"21:06",63.917,-58.067,667,"1994-01-02","freeze"
"87",641,"X13284","1-03-94",3,"January",1994,".",65.682,-59.4,668,"1994-01-03","freeze"
"88",642,"X10700","1-07-94",7,"January",1994,"20:03",63.483,-59.567,669,"1994-01-07","freeze"
"89",643,"X13292","1-08-94",8,"January",1994,".",57.372,-60.99,670,"1994-01-08","freeze"
"90",644,"X10703","1-08-94",8,"January",1994,"14:29",61.45,-64.7,671,"1994-01-08","freeze"
"91",645,"X13437","1-11-94",11,"January",1994,".",62.905,-61.905,672,"1994-01-11","freeze"
"92",646,"X10709","1-11-94",11,"January",1994,"1:23",65.217,-66.55,673,"1994-01-11","freeze"
"93",647,"X13428","1-11-94",11,"January",1994,".",67.003,-57.535,674,"1994-01-11","freeze"
"94",648,"X10700","1-12-94",12,"January",1994,"21:16",62.183,-61.267,675,"1994-01-12","freeze"
"95",649,"X10703","1-13-94",13,"January",1994,"19:18",62.217,-64.167,676,"1994-01-13","freeze"
"96",1146,"X12086","11-30-94",30,"November",1994,"23:36",57.883,-62.15,1175,"1994-11-30","freeze"
"97",1147,"X13437","11-30-94",30,"November",1994,".",63.866,-62.049,1176,"1994-11-30","freeze"
"98",1148,"X13437","12-01-94",1,"December",1994,".",63.526,-62.566,1177,"1994-12-01","freeze"
"99",1149,"X13746","12-01-94",1,"December",1994,".",64.633,-60.452,1178,"1994-12-01","freeze"
"100",1150,"X13428","12-01-94",1,"December",1994,".",66.474,-62.167,1179,"1994-12-01","freeze"
"101",1151,"X12080","12-02-94",2,"December",1994,"19:45",62.467,-62.483,1180,"1994-12-02","freeze"
"102",1152,"X13437","12-03-94",3,"December",1994,".",63.419,-63.919,1181,"1994-12-03","freeze"
"103",1153,"X13289","12-04-94",4,"December",1994,".",62.686,-61.281,1182,"1994-12-04","freeze"
"104",1154,"X11975","12-06-94",6,"December",1994,"22:16",58.783,-63.183,1183,"1994-12-06","freeze"
"105",1155,"X12092","12-07-94",7,"December",1994,"18:44",60.333,-64.5,1184,"1994-12-07","freeze"
"106",1156,"X12080","12-07-94",7,"December",1994,"21:05",61.617,-62.4,1185,"1994-12-07","freeze"
"107",1157,"X13746","12-07-94",7,"December",1994,".",64.06,-58.993,1186,"1994-12-07","freeze"
"108",1158,"X13428","12-07-94",7,"December",1994,".",66.474,-62.167,1187,"1994-12-07","freeze"
"109",1159,"X13289","12-10-94",10,"December",1994,".",62.585,-61.365,1188,"1994-12-10","freeze"
"110",1160,"X12086","12-11-94",11,"December",1994,"1:01",57.9,-62.133,1189,"1994-12-11","freeze"
"111",1161,"X12092","12-12-94",12,"December",1994,"20:56",60.333,-64.517,1190,"1994-12-12","freeze"
"112",1162,"X12080","12-12-94",12,"December",1994,"16:02",62.067,-62.05,1191,"1994-12-12","freeze"
"113",1163,"X13746","12-13-94",13,"December",1994,".",64.21,-60.558,1192,"1994-12-13","freeze"
"114",1164,"X13428","12-13-94",13,"December",1994,".",66.474,-62.167,1193,"1994-12-13","freeze"
"115",1165,"X13289","12-16-94",16,"December",1994,".",62.074,-61.415,1194,"1994-12-16","freeze"
"116",1166,"X12092","12-17-94",17,"December",1994,"20:48",60.333,-64.517,1195,"1994-12-17","freeze"
"117",1167,"X12080","12-17-94",17,"December",1994,"18:23",61.167,-62.167,1196,"1994-12-17","freeze"
"118",1168,"X13746","12-19-94",19,"December",1994,".",64.591,-58.794,1197,"1994-12-19","freeze"
"119",1169,"X11975","12-21-94",21,"December",1994,"21:01",58.733,-63,1198,"1994-12-21","freeze"
"120",1170,"X12080","12-22-94",22,"December",1994,"22:21",59.617,-60.8,1199,"1994-12-22","freeze"
"121",1171,"X12092","12-22-94",22,"December",1994,"18:59",60.333,-64.5,1200,"1994-12-22","freeze"
"122",1172,"X13292","12-22-94",22,"December",1994,".",64.655,-65.247,1201,"1994-12-22","freeze"
"123",1173,"X13746","12-25-94",25,"December",1994,".",64.034,-58.581,1202,"1994-12-25","freeze"
"124",1174,"X13428","12-25-94",25,"December",1994,".",66.474,-62.167,1203,"1994-12-25","freeze"
"125",1175,"X11975","12-26-94",26,"December",1994,"21:32",58.733,-62.9,1204,"1994-12-26","freeze"
"126",1176,"X12080","12-27-94",27,"December",1994,"20:30",58.233,-60.067,1205,"1994-12-27","freeze"
"127",1177,"X12092","12-27-94",27,"December",1994,"19:39",60.333,-64.5,1206,"1994-12-27","freeze"
"128",1178,"X13289","12-28-94",28,"December",1994,".",61.947,-61.149,1207,"1994-12-28","freeze"
"129",1179,"X13292","12-28-94",28,"December",1994,".",64.655,-65.247,1208,"1994-12-28","freeze"
"130",1180,"X12086","12-31-94",31,"December",1994,"0:25",57.883,-62.15,1209,"1994-12-31","freeze"
"131",1181,"X11975","12-31-94",31,"December",1994,"20:44",58.5,-62.817,1210,"1994-12-31","freeze"
"132",1182,"X13746","12-31-94",31,"December",1994,".",64.334,-59.438,1211,"1994-12-31","freeze"
"133",1183,"X13428","12-31-94",31,"December",1994,".",66.474,-62.167,1212,"1994-12-31","freeze"
"134",1184,"X12092","1-01-95",1,"January",1995,"20:23",60.333,-64.5,1213,"1995-01-01","freeze"
"135",1185,"X13289","1-03-95",3,"January",1995,".",62.21,-61.914,1214,"1995-01-03","freeze"
"136",1186,"X13292","1-03-95",3,"January",1995,".",64.655,-65.247,1215,"1995-01-03","freeze"
"137",1187,"X11975","1-05-95",5,"January",1995,"19:27",58.533,-62.75,1216,"1995-01-05","freeze"
"138",1188,"X10374","1-05-95",5,"January",1995,"21:08",61.6,-64.983,1217,"1995-01-05","freeze"
"139",1189,"X12080","1-06-95",6,"January",1995,"21:53",56.9,-61.333,1218,"1995-01-06","freeze"
"140",1190,"X13746","1-06-95",6,"January",1995,".",64.327,-59.299,1219,"1995-01-06","freeze"
"141",1191,"X13428","1-06-95",6,"January",1995,".",66.474,-62.167,1220,"1995-01-06","freeze"
"142",1192,"X13292","1-09-95",9,"January",1995,".",64.655,-65.247,1221,"1995-01-09","freeze"
"143",1193,"X11975","1-10-95",10,"January",1995,"21:45",58.617,-62.867,1223,"1995-01-10","freeze"
"144",1194,"X12080","1-11-95",11,"January",1995,"21:36",56.917,-61.3,1224,"1995-01-11","freeze"
"145",1195,"X13746","1-12-95",12,"January",1995,".",64.003,-58.277,1225,"1995-01-12","freeze"
"146",1196,"X11975","1-15-95",15,"January",1995,"20:21",58.617,-62.767,1226,"1995-01-15","freeze"
"147",1197,"X13289","1-15-95",15,"January",1995,".",61.611,-64.036,1227,"1995-01-15","freeze"
"148",1198,"X10374","1-15-95",15,"January",1995,"23:38",61.617,-64.983,1228,"1995-01-15","freeze"
"149",1199,"X12080","1-16-95",16,"January",1995,"17:13",56.883,-60.983,1229,"1995-01-16","freeze"
"150",1200,"X13746","1-18-95",18,"January",1995,".",63.657,-58.708,1230,"1995-01-18","freeze"
"151",1201,"X13428","1-18-95",18,"January",1995,".",66.474,-62.167,1231,"1995-01-18","freeze"
"152",1529,"X30140","12-09-97",9,"December",1997,"17:47",59.374,-69.515,1564,"1997-12-09","freeze"
"153",1530,"X30135","12-09-97",9,"December",1997,"17:51",60.557,-68.016,1565,"1997-12-09","freeze"
"154",1531,"X30129","12-13-97",13,"December",1997,"15:26",61.385,-64.968,1566,"1997-12-13","freeze"
"155",1532,"X30126","12-13-97",13,"December",1997,"13:47",61.531,-64.72,1567,"1997-12-13","freeze"
"156",1533,"X30135","12-15-97",15,"December",1997,"18:24",60.548,-65.235,1568,"1997-12-15","freeze"
"157",1534,"X30126","12-19-97",19,"December",1997,"19:50",60.94,-65.913,1569,"1997-12-19","freeze"
"158",1535,"X30131","12-19-97",19,"December",1997,"14:56",61.344,-66.304,1570,"1997-12-19","freeze"
"159",1536,"X30129","12-19-97",19,"December",1997,"19:19",61.483,-65.09,1571,"1997-12-19","freeze"
"160",1537,"X30140","12-21-97",21,"December",1997,"15:40",59.291,-68.855,1572,"1997-12-21","freeze"
"161",1538,"X30135","12-21-97",21,"December",1997,"15:38",60.327,-63.823,1573,"1997-12-21","freeze"
"162",1539,"X30126","12-25-97",25,"December",1997,"14:22",60.67,-62.54,1574,"1997-12-25","freeze"
"163",1540,"X30131","12-25-97",25,"December",1997,"18:16",61.66,-66.059,1575,"1997-12-25","freeze"
"164",1541,"X30129","12-25-97",25,"December",1997,"20:55",61.992,-67.021,1576,"1997-12-25","freeze"
"165",1542,"X30140","12-27-97",27,"December",1997,"15:18",59.338,-68.315,1577,"1997-12-27","freeze"
"166",1543,"X30135","12-27-97",27,"December",1997,"16:13",60.183,-63.971,1578,"1997-12-27","freeze"
"167",1544,"X30126","12-31-97",31,"December",1997,"13:51",58.448,-60.258,1579,"1997-12-31","freeze"
"168",1545,"X30129","12-31-97",31,"December",1997,"17:08",61.617,-66.776,1580,"1997-12-31","freeze"
"169",1546,"X30131","12-31-97",31,"December",1997,"17:10",61.833,-65.806,1581,"1997-12-31","freeze"
"170",1547,"X30140","1-02-98",2,"January",1998,"18:26",59.244,-67.619,1582,"1998-01-02","freeze"
"171",1548,"X30135","1-02-98",2,"January",1998,"18:29",59.441,-61.725,1583,"1998-01-02","freeze"
"172",1549,"X30126","1-06-98",6,"January",1998,"16:02",58.721,-60.353,1584,"1998-01-06","freeze"
"173",1550,"X30129","1-06-98",6,"January",1998,"16:03",61.249,-64.895,1585,"1998-01-06","freeze"
"174",1551,"X30131","1-06-98",6,"January",1998,"19:53",61.832,-65.774,1586,"1998-01-06","freeze"
"175",1552,"X30135","1-08-98",8,"January",1998,"17:20",58.997,-61.398,1587,"1998-01-08","freeze"
"176",1553,"X30140","1-08-98",8,"January",1998,"17:21",59.321,-67.534,1588,"1998-01-08","freeze"
"177",1554,"X30126","1-12-98",12,"January",1998,"16:34",58.584,-60.458,1589,"1998-01-12","freeze"
"178",1555,"X30131","1-12-98",12,"January",1998,"14:29",60.984,-63.43,1590,"1998-01-12","freeze"
"179",1556,"X30129","1-12-98",12,"January",1998,"18:19",61.305,-67.569,1591,"1998-01-12","freeze"
"180",1557,"X30135","1-14-98",14,"January",1998,"16:59",58.959,-63.263,1592,"1998-01-14","freeze"
"181",1558,"X30126","1-18-98",18,"January",1998,"18:53",60.269,-62.552,1593,"1998-01-18","freeze"
"182",1559,"X30131","1-18-98",18,"January",1998,"15:31",60.499,-61.234,1594,"1998-01-18","freeze"
"183",1560,"X30129","1-18-98",18,"January",1998,"18:52",60.914,-67.489,1595,"1998-01-18","freeze"
"184",1561,"X30135","1-20-98",20,"January",1998,"18:29",58.912,-63.178,1596,"1998-01-20","freeze"
"185",1562,"X30140","1-20-98",20,"January",1998,"18:31",59.265,-67.842,1597,"1998-01-20","freeze"
"186",1563,"X30131","1-24-98",24,"January",1998,"19:57",56.969,-59.683,1598,"1998-01-24","freeze"
"187",1564,"X30126","1-24-98",24,"January",1998,"19:57",60.885,-63.377,1599,"1998-01-24","freeze"
"188",1565,"X30129","1-24-98",24,"January",1998,"16:08",61.411,-65.929,1600,"1998-01-24","freeze"
"189",1566,"X30135","1-26-98",26,"January",1998,"15:45",58.869,-63.138,1601,"1998-01-26","freeze"
"190",1567,"X30140","1-26-98",26,"January",1998,"19:04",59.243,-68.523,1602,"1998-01-26","freeze"
"191",1568,"X30131","1-30-98",30,"January",1998,"16:42",57.327,-60.741,1603,"1998-01-30","freeze"
"192",1569,"X30129","1-30-98",30,"January",1998,"16:41",61.433,-66.871,1604,"1998-01-30","freeze"
"193",1570,"X30126","1-30-98",30,"January",1998,"15:00",61.725,-63.992,1605,"1998-01-30","freeze"
"194",1571,"X30135","2-01-98",1,"February",1998,"13:48",59.216,-63.484,1606,"1998-02-01","freeze"
"195",1572,"X30131","2-05-98",5,"February",1998,"17:13",56.877,-58.915,1607,"1998-02-05","freeze"
"196",1573,"X30126","2-05-98",5,"February",1998,"15:34",61.141,-64.816,1608,"1998-02-05","freeze"
"197",1574,"X30129","2-05-98",5,"February",1998,"18:56",61.408,-67.194,1609,"1998-02-05","freeze"
"198",1689,"X30131","12-14-98",14,"December",1998,"20:02",62.243,-64.087,1725,"1998-12-14","freeze"
"199",1690,"X30135","12-18-98",18,"December",1998,"23:41",60.452,-68.358,1726,"1998-12-18","freeze"
"200",1691,"X30135","12-19-98",19,"December",1998,"1:24",60.44,-68.371,1727,"1998-12-19","freeze"
"201",1692,"X30129","12-20-98",20,"December",1998,"13:07",61.526,-64.978,1728,"1998-12-20","freeze"
"202",1693,"X30140","12-22-98",22,"December",1998,"14:02",59.487,-68.145,1729,"1998-12-22","freeze"
"203",1694,"X30135","12-27-98",27,"December",1998,"22:05",60.431,-66.992,1730,"1998-12-27","freeze"
"204",1695,"X30140","12-28-98",28,"December",1998,"17:23",59.722,-67.71,1731,"1998-12-28","freeze"
"205",1696,"X30135","12-28-98",28,"December",1998,"1:25",60.481,-66.838,1732,"1998-12-28","freeze"
"206",1697,"X30131","1-01-99",1,"January",1999,"16:41",59.838,-64.388,1733,"1999-01-01","freeze"
"207",1698,"X30135","1-01-99",1,"January",1999,"23:13",60.315,-67.429,1734,"1999-01-01","freeze"
"208",1699,"X30140","1-03-99",3,"January",1999,"21:13",59.063,-68.223,1735,"1999-01-03","freeze"
"209",1700,"X30135","1-03-99",3,"January",1999,"0:52",60.284,-67.049,1736,"1999-01-03","freeze"
"210",1701,"X30135","1-07-99",7,"January",1999,"22:59",60.632,-66.037,1737,"1999-01-07","freeze"
"211",1702,"X30131","1-07-99",7,"January",1999,"18:53",60.971,-62.746,1738,"1999-01-07","freeze"
"212",1703,"X30129","1-07-99",7,"January",1999,"13:12",61.537,-65.029,1739,"1999-01-07","freeze"
"213",1704,"X30126","1-07-99",7,"January",1999,"13:17",61.554,-64.944,1740,"1999-01-07","freeze"
"214",1705,"X30135","1-08-99",8,"January",1999,"0:42",60.62,-65.962,1741,"1999-01-08","freeze"
"215",1706,"X30135","1-09-99",9,"January",1999,"0:18",60.82,-65.544,1742,"1999-01-09","freeze"
"216",1707,"X30135","1-12-99",12,"January",1999,"8:01",60.804,-64.141,1743,"1999-01-12","freeze"
"217",1708,"X30131","1-13-99",13,"January",1999,"17:44",58.989,-60.314,1744,"1999-01-13","freeze"
"218",1709,"X30126","1-13-99",13,"January",1999,"17:46",61.548,-64.901,1745,"1999-01-13","freeze"
"219",1710,"X30129","1-19-99",19,"January",1999,"13:46",61.54,-65.041,1746,"1999-01-19","freeze"
"220",1711,"X30135","1-21-99",21,"January",1999,"8:01",60.629,-65.856,1747,"1999-01-21","freeze"
"221",1712,"X30135","1-23-99",23,"January",1999,"0:13",60.406,-65.726,1748,"1999-01-23","freeze"
"222",1713,"X30135","1-24-99",24,"January",1999,"23:26",60.718,-65.347,1749,"1999-01-24","freeze"
"223",1714,"X30131","1-25-99",25,"January",1999,"17:13",57.868,-61.653,1750,"1999-01-25","freeze"
"224",1715,"X30135","1-25-99",25,"January",1999,"1:07",60.753,-65.359,1751,"1999-01-25","freeze"
"225",1716,"X30126","1-25-99",25,"January",1999,"18:53",61.547,-64.927,1752,"1999-01-25","freeze"
"226",1717,"X30129","1-25-99",25,"January",1999,"13:13",61.549,-65.089,1753,"1999-01-25","freeze"
"227",1718,"X30135","1-27-99",27,"January",1999,"10:49",60.645,-66.145,1754,"1999-01-27","freeze"
"228",1719,"X30131","1-31-99",31,"January",1999,"19:29",57.859,-61.931,1755,"1999-01-31","freeze"
"229",1720,"X30126","1-31-99",31,"January",1999,"17:45",61.554,-64.894,1756,"1999-01-31","freeze"
"230",1721,"X30129","1-31-99",31,"January",1999,"17:49",61.585,-64.831,1757,"1999-01-31","freeze"
"231",1722,"X30135","2-02-99",2,"February",1999,"7:31",60.837,-64.902,1758,"1999-02-02","freeze"
"232",1723,"X30131","2-06-99",6,"February",1999,"16:40",58.068,-62.236,1759,"1999-02-06","freeze"
"233",1724,"X30129","2-06-99",6,"February",1999,"18:20",61.525,-65.094,1760,"1999-02-06","freeze"
"234",1725,"X30126","2-06-99",6,"February",1999,"18:20",61.53,-65.019,1761,"1999-02-06","freeze"
"235",1726,"X30131","2-12-99",12,"February",1999,"17:13",58.487,-62.556,1762,"1999-02-12","freeze"
"236",1727,"X30135","2-12-99",12,"February",1999,"7:13",60.643,-65.842,1763,"1999-02-12","freeze"
"237",1728,"X30126","2-12-99",12,"February",1999,"13:17",61.552,-64.93,1764,"1999-02-12","freeze"
"238",1845,"X30135","12-06-99",6,"December",1999,"23:31",60.296,-68.021,1882,"1999-12-06","freeze"
"239",1846,"X30135","12-13-99",13,"December",1999,"14:27",60.304,-68.017,1883,"1999-12-13","freeze"
"240",1856,"X30140","1-22-01",22,"January",2001,"17:38",59.223,-69.285,1893,"2001-01-22","freeze"
